"","GEOID","Domain","Index","Number","Percent","NAMELSAD","COUNTYFP","CountyName","Ordering","Label"
"210","51540000900","index","norm",1.73,"NA","Tract 9","540","Charlottesville",4,"Composite Score"
"211","51540000800","density","norm",0.18,"2606.7 ppl/sq. mi.","Tract 8","540","Charlottesville",4,"Population Density"
"212","51540000800","room15","norm",0.73,"1.6% Households","Tract 8","540","Charlottesville",4,">1.5 Ppl/Room"
"213","51540000800","nocar","norm",0.1,"2.9% Households","Tract 8","540","Charlottesville",4,"No Car Access"
"214","51540000800","und18","norm",0.35,"41.5% Families","Tract 8","540","Charlottesville",4,"Children Present"
"215","51540000800","nobb","norm",0.42,"21.5% Households","Tract 8","540","Charlottesville",4,"No Broadband"
"216","51540000800","nofood","norm",0.95,"99.95% Households","Tract 8","540","Charlottesville",4,"Low Food Access"
"217","51540000800","index","norm",2.73,"NA","Tract 8","540","Charlottesville",4,"Composite Score"
"218","51540000700","density","norm",0.21,"3082.6 ppl/sq. mi.","Tract 7","540","Charlottesville",4,"Population Density"
"219","51540000700","room15","norm",0,"0% Households","Tract 7","540","Charlottesville",4,">1.5 Ppl/Room"
"220","51540000700","nocar","norm",0.22,"6.2% Households","Tract 7","540","Charlottesville",4,"No Car Access"
"221","51540000700","und18","norm",0.51,"50.4% Families","Tract 7","540","Charlottesville",4,"Children Present"
"222","51540000700","nobb","norm",0.3,"16% Households","Tract 7","540","Charlottesville",4,"No Broadband"
"223","51540000700","nofood","norm",1,"100% Households","Tract 7","540","Charlottesville",4,"Low Food Access"
"224","51540000700","index","norm",2.24,"NA","Tract 7","540","Charlottesville",4,"Composite Score"
"225","51540000600","density","norm",0.66,"9764.8 ppl/sq. mi.","Tract 6","540","Charlottesville",4,"Population Density"
"226","51540000600","room15","norm",0,"0% Households","Tract 6","540","Charlottesville",4,">1.5 Ppl/Room"
"227","51540000600","nocar","norm",0.42,"11.8% Households","Tract 6","540","Charlottesville",4,"No Car Access"
"228","51540000600","und18","norm",0.26,"36.5% Families","Tract 6","540","Charlottesville",4,"Children Present"
"229","51540000600","nobb","norm",0.26,"14.2% Households","Tract 6","540","Charlottesville",4,"No Broadband"
"230","51540000600","nofood","norm",0.6,"99.6% Households","Tract 6","540","Charlottesville",4,"Low Food Access"
"231","51540000600","index","norm",2.21,"NA","Tract 6","540","Charlottesville",4,"Composite Score"
"232","51540000502","density","norm",0.32,"4729.6 ppl/sq. mi.","Tract 5.02","540","Charlottesville",4,"Population Density"
"233","51540000502","room15","norm",0,"0% Households","Tract 5.02","540","Charlottesville",4,">1.5 Ppl/Room"
"234","51540000502","nocar","norm",0.13,"3.7% Households","Tract 5.02","540","Charlottesville",4,"No Car Access"
"235","51540000502","und18","norm",0.44,"46.3% Families","Tract 5.02","540","Charlottesville",4,"Children Present"
"236","51540000502","nobb","norm",0.27,"14.8% Households","Tract 5.02","540","Charlottesville",4,"No Broadband"
"237","51540000502","nofood","norm",0.88,"99.88% Households","Tract 5.02","540","Charlottesville",4,"Low Food Access"
"238","51540000502","index","norm",2.04,"NA","Tract 5.02","540","Charlottesville",4,"Composite Score"
"239","51540000501","density","norm",0.58,"8516.8 ppl/sq. mi.","Tract 5.01","540","Charlottesville",4,"Population Density"
"240","51540000501","room15","norm",0.59,"1.3% Households","Tract 5.01","540","Charlottesville",4,">1.5 Ppl/Room"
"241","51540000501","nocar","norm",1,"27.9% Households","Tract 5.01","540","Charlottesville",4,"No Car Access"
"242","51540000501","und18","norm",0.51,"50.6% Families","Tract 5.01","540","Charlottesville",4,"Children Present"
"243","51540000501","nobb","norm",0.59,"29.3% Households","Tract 5.01","540","Charlottesville",4,"No Broadband"
"244","51540000501","nofood","norm",1,"100% Households","Tract 5.01","540","Charlottesville",4,"Low Food Access"
"245","51540000501","index","norm",4.27,"NA","Tract 5.01","540","Charlottesville",4,"Composite Score"
"246","51540000402","density","norm",0.4,"5927.4 ppl/sq. mi.","Tract 4.02","540","Charlottesville",4,"Population Density"
"247","51540000402","room15","norm",0,"0% Households","Tract 4.02","540","Charlottesville",4,">1.5 Ppl/Room"
"248","51540000402","nocar","norm",0.43,"12.1% Households","Tract 4.02","540","Charlottesville",4,"No Car Access"
"249","51540000402","und18","norm",0.39,"44% Families","Tract 4.02","540","Charlottesville",4,"Children Present"
"250","51540000402","nobb","norm",0.45,"22.9% Households","Tract 4.02","540","Charlottesville",4,"No Broadband"
"251","51540000402","nofood","norm",0.96,"99.96% Households","Tract 4.02","540","Charlottesville",4,"Low Food Access"
"252","51540000402","index","norm",2.64,"NA","Tract 4.02","540","Charlottesville",4,"Composite Score"
"253","51540000401","density","norm",0.44,"6516.9 ppl/sq. mi.","Tract 4.01","540","Charlottesville",4,"Population Density"
"254","51540000401","room15","norm",0,"0% Households","Tract 4.01","540","Charlottesville",4,">1.5 Ppl/Room"
"255","51540000401","nocar","norm",0.67,"18.7% Households","Tract 4.01","540","Charlottesville",4,"No Car Access"
"256","51540000401","und18","norm",0.5,"49.6% Families","Tract 4.01","540","Charlottesville",4,"Children Present"
"257","51540000401","nobb","norm",0.6,"29.9% Households","Tract 4.01","540","Charlottesville",4,"No Broadband"
"258","51540000401","nofood","norm",1,"100% Households","Tract 4.01","540","Charlottesville",4,"Low Food Access"
"259","51540000401","index","norm",3.21,"NA","Tract 4.01","540","Charlottesville",4,"Composite Score"
"260","51540000302","density","norm",0.22,"3255.5 ppl/sq. mi.","Tract 3.02","540","Charlottesville",4,"Population Density"
"261","51540000302","room15","norm",0,"0% Households","Tract 3.02","540","Charlottesville",4,">1.5 Ppl/Room"
"262","51540000302","nocar","norm",0.62,"17.2% Households","Tract 3.02","540","Charlottesville",4,"No Car Access"
"263","51540000302","und18","norm",0.44,"46.6% Families","Tract 3.02","540","Charlottesville",4,"Children Present"
"264","51540000302","nobb","norm",0.36,"18.6% Households","Tract 3.02","540","Charlottesville",4,"No Broadband"
"265","51540000302","nofood","norm",1,"100% Households","Tract 3.02","540","Charlottesville",4,"Low Food Access"
"266","51540000302","index","norm",2.63,"NA","Tract 3.02","540","Charlottesville",4,"Composite Score"
"267","51540000202","density","norm",1,"14766.7 ppl/sq. mi.","Tract 2.02","540","Charlottesville",4,"Population Density"
"268","51540000202","room15","norm",1,"2.2% Households","Tract 2.02","540","Charlottesville",4,">1.5 Ppl/Room"
"269","51540000202","nocar","norm",0.79,"22% Households","Tract 2.02","540","Charlottesville",4,"No Car Access"
"270","51540000202","und18","norm",1,"77.7% Families","Tract 2.02","540","Charlottesville",4,"Children Present"
"271","51540000202","nobb","norm",0.62,"30.6% Households","Tract 2.02","540","Charlottesville",4,"No Broadband"
"272","51540000202","nofood","norm",1,"100% Households","Tract 2.02","540","Charlottesville",4,"Low Food Access"
"273","51540000202","index","norm",5.41,"NA","Tract 2.02","540","Charlottesville",4,"Composite Score"
"274","51540000201","density","norm",0.41,"6132.9 ppl/sq. mi.","Tract 2.01","540","Charlottesville",4,"Population Density"
"275","51540000201","room15","norm",0.09,"0.2% Households","Tract 2.01","540","Charlottesville",4,">1.5 Ppl/Room"
"276","51540000201","nocar","norm",0.16,"4.6% Households","Tract 2.01","540","Charlottesville",4,"No Car Access"
"277","51540000201","und18","norm",0.36,"42.2% Families","Tract 2.01","540","Charlottesville",4,"Children Present"
"278","51540000201","nobb","norm",0.26,"14.1% Households","Tract 2.01","540","Charlottesville",4,"No Broadband"
"279","51540000201","nofood","norm",1,"100% Households","Tract 2.01","540","Charlottesville",4,"Low Food Access"
"280","51540000201","index","norm",2.29,"NA","Tract 2.01","540","Charlottesville",4,"Composite Score"
"281","51113930200","density","norm",0,"28.3 ppl/sq. mi.","Tract 9302","113","Madison",5,"Population Density"
"282","51113930200","room15","norm",0.32,"0.7% Households","Tract 9302","113","Madison",5,">1.5 Ppl/Room"
"283","51113930200","nocar","norm",0.19,"5.2% Households","Tract 9302","113","Madison",5,"No Car Access"
"284","51113930200","und18","norm",0.18,"32.1% Families","Tract 9302","113","Madison",5,"Children Present"
"285","51113930200","nobb","norm",0.78,"38.2% Households","Tract 9302","113","Madison",5,"No Broadband"
"286","51113930200","nofood","norm",0.07,"99.07% Households","Tract 9302","113","Madison",5,"Low Food Access"
"287","51113930200","index","norm",1.54,"NA","Tract 9302","113","Madison",5,"Composite Score"
"288","51113930100","density","norm",0,"61.7 ppl/sq. mi.","Tract 9301","113","Madison",5,"Population Density"
"289","51113930100","room15","norm",0.5,"1.1% Households","Tract 9301","113","Madison",5,">1.5 Ppl/Room"
"290","51113930100","nocar","norm",0.11,"3.1% Households","Tract 9301","113","Madison",5,"No Car Access"
"291","51113930100","und18","norm",0.09,"27.2% Families","Tract 9301","113","Madison",5,"Children Present"
"292","51113930100","nobb","norm",0.5,"25.3% Households","Tract 9301","113","Madison",5,"No Broadband"
"293","51113930100","nofood","norm",0.02,"99.02% Households","Tract 9301","113","Madison",5,"Low Food Access"
"294","51113930100","index","norm",1.23,"NA","Tract 9301","113","Madison",5,"Composite Score"
"295","51109950500","density","norm",0,"67.6 ppl/sq. mi.","Tract 9505","109","Louisa",6,"Population Density"
"296","51109950500","room15","norm",0,"0% Households","Tract 9505","109","Louisa",6,">1.5 Ppl/Room"
"297","51109950500","nocar","norm",0.28,"7.7% Households","Tract 9505","109","Louisa",6,"No Car Access"
"298","51109950500","und18","norm",0.24,"35.1% Families","Tract 9505","109","Louisa",6,"Children Present"
"299","51109950500","nobb","norm",0.51,"25.5% Households","Tract 9505","109","Louisa",6,"No Broadband"
"300","51109950500","nofood","norm",0,"99% Households","Tract 9505","109","Louisa",6,"Low Food Access"
"301","51109950500","index","norm",1.02,"NA","Tract 9505","109","Louisa",6,"Composite Score"
"302","51109950400","density","norm",0,"52.3 ppl/sq. mi.","Tract 9504","109","Louisa",6,"Population Density"
"303","51109950400","room15","norm",0,"0% Households","Tract 9504","109","Louisa",6,">1.5 Ppl/Room"
"304","51109950400","nocar","norm",0.1,"2.9% Households","Tract 9504","109","Louisa",6,"No Car Access"
"305","51109950400","und18","norm",0.18,"32.1% Families","Tract 9504","109","Louisa",6,"Children Present"
"306","51109950400","nobb","norm",0.79,"38.6% Households","Tract 9504","109","Louisa",6,"No Broadband"
"307","51109950400","nofood","norm",0,"99% Households","Tract 9504","109","Louisa",6,"Low Food Access"
"308","51109950400","index","norm",1.08,"NA","Tract 9504","109","Louisa",6,"Composite Score"
"309","51109950300","density","norm",0,"78.5 ppl/sq. mi.","Tract 9503","109","Louisa",6,"Population Density"
"310","51109950300","room15","norm",0,"0% Households","Tract 9503","109","Louisa",6,">1.5 Ppl/Room"
"311","51109950300","nocar","norm",0.06,"1.8% Households","Tract 9503","109","Louisa",6,"No Car Access"
"312","51109950300","und18","norm",0.31,"39.2% Families","Tract 9503","109","Louisa",6,"Children Present"
"313","51109950300","nobb","norm",0.32,"16.8% Households","Tract 9503","109","Louisa",6,"No Broadband"
"314","51109950300","nofood","norm",0.07,"99.07% Households","Tract 9503","109","Louisa",6,"Low Food Access"
"315","51109950300","index","norm",0.76,"NA","Tract 9503","109","Louisa",6,"Composite Score"
"316","51109950202","density","norm",0,"80 ppl/sq. mi.","Tract 9502.02","109","Louisa",6,"Population Density"
"317","51109950202","room15","norm",0,"0% Households","Tract 9502.02","109","Louisa",6,">1.5 Ppl/Room"
"318","51109950202","nocar","norm",0.13,"3.5% Households","Tract 9502.02","109","Louisa",6,"No Car Access"
"319","51109950202","und18","norm",0.17,"31.4% Families","Tract 9502.02","109","Louisa",6,"Children Present"
"320","51109950202","nobb","norm",0.41,"21.2% Households","Tract 9502.02","109","Louisa",6,"No Broadband"
"321","51109950202","nofood","norm",0.25,"99.25% Households","Tract 9502.02","109","Louisa",6,"Low Food Access"
"322","51109950202","index","norm",0.96,"NA","Tract 9502.02","109","Louisa",6,"Composite Score"
"323","51109950201","density","norm",0,"89.8 ppl/sq. mi.","Tract 9502.01","109","Louisa",6,"Population Density"
"324","51109950201","room15","norm",0.23,"0.5% Households","Tract 9502.01","109","Louisa",6,">1.5 Ppl/Room"
"325","51109950201","nocar","norm",0.43,"12% Households","Tract 9502.01","109","Louisa",6,"No Car Access"
"326","51109950201","und18","norm",0.21,"33.5% Families","Tract 9502.01","109","Louisa",6,"Children Present"
"327","51109950201","nobb","norm",0.76,"37.2% Households","Tract 9502.01","109","Louisa",6,"No Broadband"
"328","51109950201","nofood","norm",0.27,"99.27% Households","Tract 9502.01","109","Louisa",6,"Low Food Access"
"329","51109950201","index","norm",1.9,"NA","Tract 9502.01","109","Louisa",6,"Composite Score"
"330","51109950100","density","norm",0,"62.1 ppl/sq. mi.","Tract 9501","109","Louisa",6,"Population Density"
"331","51109950100","room15","norm",0.27,"0.6% Households","Tract 9501","109","Louisa",6,">1.5 Ppl/Room"
"332","51109950100","nocar","norm",0.13,"3.5% Households","Tract 9501","109","Louisa",6,"No Car Access"
"333","51109950100","und18","norm",0.11,"28% Families","Tract 9501","109","Louisa",6,"Children Present"
"334","51109950100","nobb","norm",0.55,"27.3% Households","Tract 9501","109","Louisa",6,"No Broadband"
"335","51109950100","nofood","norm",0.01,"99.01% Households","Tract 9501","109","Louisa",6,"Low Food Access"
"336","51109950100","index","norm",1.07,"NA","Tract 9501","109","Louisa",6,"Composite Score"
"337","51079030200","density","norm",0.02,"299.9 ppl/sq. mi.","Tract 302","079","Greene",7,"Population Density"
"338","51079030200","room15","norm",0,"0% Households","Tract 302","079","Greene",7,">1.5 Ppl/Room"
"339","51079030200","nocar","norm",0.04,"1.2% Households","Tract 302","079","Greene",7,"No Car Access"
"340","51079030200","und18","norm",0.33,"40.3% Families","Tract 302","079","Greene",7,"Children Present"
"341","51079030200","nobb","norm",0.25,"13.9% Households","Tract 302","079","Greene",7,"No Broadband"
"342","51079030200","nofood","norm",0.43,"99.43% Households","Tract 302","079","Greene",7,"Low Food Access"
"343","51079030200","index","norm",1.08,"NA","Tract 302","079","Greene",7,"Composite Score"
"344","51079030102","density","norm",0,"84.6 ppl/sq. mi.","Tract 301.02","079","Greene",7,"Population Density"
"345","51079030102","room15","norm",0.32,"0.7% Households","Tract 301.02","079","Greene",7,">1.5 Ppl/Room"
"346","51079030102","nocar","norm",0.14,"3.9% Households","Tract 301.02","079","Greene",7,"No Car Access"
"347","51079030102","und18","norm",0.26,"36.6% Families","Tract 301.02","079","Greene",7,"Children Present"
"348","51079030102","nobb","norm",0.46,"23.5% Households","Tract 301.02","079","Greene",7,"No Broadband"
"349","51079030102","nofood","norm",0.02,"99.02% Households","Tract 301.02","079","Greene",7,"Low Food Access"
"350","51079030102","index","norm",1.21,"NA","Tract 301.02","079","Greene",7,"Composite Score"
"351","51079030101","density","norm",0,"65.3 ppl/sq. mi.","Tract 301.01","079","Greene",7,"Population Density"
"352","51079030101","room15","norm",0.68,"1.5% Households","Tract 301.01","079","Greene",7,">1.5 Ppl/Room"
"353","51079030101","nocar","norm",0.2,"5.7% Households","Tract 301.01","079","Greene",7,"No Car Access"
"354","51079030101","und18","norm",0.2,"33.2% Families","Tract 301.01","079","Greene",7,"Children Present"
"355","51079030101","nobb","norm",0.55,"27.3% Households","Tract 301.01","079","Greene",7,"No Broadband"
"356","51079030101","nofood","norm",0.27,"99.27% Households","Tract 301.01","079","Greene",7,"Low Food Access"
"357","51079030101","index","norm",1.9,"NA","Tract 301.01","079","Greene",7,"Composite Score"
"358","51137110300","density","norm",0,"83.7 ppl/sq. mi.","Tract 1103","137","Orange",8,"Population Density"
"359","51137110300","room15","norm",0.27,"0.6% Households","Tract 1103","137","Orange",8,">1.5 Ppl/Room"
"360","51137110300","nocar","norm",0.16,"4.6% Households","Tract 1103","137","Orange",8,"No Car Access"
"361","51137110300","und18","norm",0.28,"37.8% Families","Tract 1103","137","Orange",8,"Children Present"
"362","51137110300","nobb","norm",0.52,"26% Households","Tract 1103","137","Orange",8,"No Broadband"
"363","51137110300","nofood","norm",0.27,"99.27% Households","Tract 1103","137","Orange",8,"Low Food Access"
"364","51137110300","index","norm",1.51,"NA","Tract 1103","137","Orange",8,"Composite Score"
"365","51137110200","density","norm",0.01,"189.9 ppl/sq. mi.","Tract 1102","137","Orange",8,"Population Density"
"366","51137110200","room15","norm",0.59,"1.3% Households","Tract 1102","137","Orange",8,">1.5 Ppl/Room"
"367","51137110200","nocar","norm",0.58,"16.1% Households","Tract 1102","137","Orange",8,"No Car Access"
"368","51137110200","und18","norm",0.61,"55.8% Families","Tract 1102","137","Orange",8,"Children Present"
"369","51137110200","nobb","norm",0.4,"20.8% Households","Tract 1102","137","Orange",8,"No Broadband"
"370","51137110200","nofood","norm",0.25,"99.25% Households","Tract 1102","137","Orange",8,"Low Food Access"
"371","51137110200","index","norm",2.44,"NA","Tract 1102","137","Orange",8,"Composite Score"
"372","51137110104","density","norm",0,"82.1 ppl/sq. mi.","Tract 1101.04","137","Orange",8,"Population Density"
"373","51137110104","room15","norm",0,"0% Households","Tract 1101.04","137","Orange",8,">1.5 Ppl/Room"
"374","51137110104","nocar","norm",0.01,"0.3% Households","Tract 1101.04","137","Orange",8,"No Car Access"
"375","51137110104","und18","norm",0.38,"43.4% Families","Tract 1101.04","137","Orange",8,"Children Present"
"376","51137110104","nobb","norm",0.58,"29.1% Households","Tract 1101.04","137","Orange",8,"No Broadband"
"377","51137110104","nofood","norm",0,"99% Households","Tract 1101.04","137","Orange",8,"Low Food Access"
"378","51137110104","index","norm",0.98,"NA","Tract 1101.04","137","Orange",8,"Composite Score"
"379","51137110103","density","norm",0.04,"552.9 ppl/sq. mi.","Tract 1101.03","137","Orange",8,"Population Density"
"380","51137110103","room15","norm",0,"0% Households","Tract 1101.03","137","Orange",8,">1.5 Ppl/Room"
"381","51137110103","nocar","norm",0.01,"0.3% Households","Tract 1101.03","137","Orange",8,"No Car Access"
"382","51137110103","und18","norm",0.32,"40% Families","Tract 1101.03","137","Orange",8,"Children Present"
"383","51137110103","nobb","norm",0.3,"16.2% Households","Tract 1101.03","137","Orange",8,"No Broadband"
"384","51137110103","nofood","norm",0.38,"99.38% Households","Tract 1101.03","137","Orange",8,"Low Food Access"
"385","51137110103","index","norm",1.06,"NA","Tract 1101.03","137","Orange",8,"Composite Score"
"386","51137110102","density","norm",0,"55.4 ppl/sq. mi.","Tract 1101.02","137","Orange",8,"Population Density"
"387","51137110102","room15","norm",0,"0% Households","Tract 1101.02","137","Orange",8,">1.5 Ppl/Room"
"388","51137110102","nocar","norm",0.01,"0.4% Households","Tract 1101.02","137","Orange",8,"No Car Access"
"389","51137110102","und18","norm",0.3,"38.5% Families","Tract 1101.02","137","Orange",8,"Children Present"
"390","51137110102","nobb","norm",0.71,"34.7% Households","Tract 1101.02","137","Orange",8,"No Broadband"
"391","51137110102","nofood","norm",0,"99% Households","Tract 1101.02","137","Orange",8,"Low Food Access"
"392","51137110102","index","norm",1.02,"NA","Tract 1101.02","137","Orange",8,"Composite Score"
"393","51065020300","density","norm",0,"50.3 ppl/sq. mi.","Tract 203","065","Fluvanna",9,"Population Density"
"394","51065020300","room15","norm",0,"0% Households","Tract 203","065","Fluvanna",9,">1.5 Ppl/Room"
"395","51065020300","nocar","norm",0.06,"1.6% Households","Tract 203","065","Fluvanna",9,"No Car Access"
"396","51065020300","und18","norm",0.24,"35.1% Families","Tract 203","065","Fluvanna",9,"Children Present"
"397","51065020300","nobb","norm",0.4,"20.5% Households","Tract 203","065","Fluvanna",9,"No Broadband"
"398","51065020300","nofood","norm",0.05,"99.05% Households","Tract 203","065","Fluvanna",9,"Low Food Access"
"399","51065020300","index","norm",0.74,"NA","Tract 203","065","Fluvanna",9,"Composite Score"
"400","51065020200","density","norm",0,"40 ppl/sq. mi.","Tract 202","065","Fluvanna",9,"Population Density"
"401","51065020200","room15","norm",0,"0% Households","Tract 202","065","Fluvanna",9,">1.5 Ppl/Room"
"402","51065020200","nocar","norm",0.1,"2.8% Households","Tract 202","065","Fluvanna",9,"No Car Access"
"403","51065020200","und18","norm",0.27,"36.8% Families","Tract 202","065","Fluvanna",9,"Children Present"
"404","51065020200","nobb","norm",0.4,"20.8% Households","Tract 202","065","Fluvanna",9,"No Broadband"
"405","51065020200","nofood","norm",0.08,"99.08% Households","Tract 202","065","Fluvanna",9,"Low Food Access"
"406","51065020200","index","norm",0.85,"NA","Tract 202","065","Fluvanna",9,"Composite Score"
"407","51065020102","density","norm",0.08,"1160.6 ppl/sq. mi.","Tract 201.02","065","Fluvanna",9,"Population Density"
"408","51065020102","room15","norm",0,"0% Households","Tract 201.02","065","Fluvanna",9,">1.5 Ppl/Room"
"409","51065020102","nocar","norm",0.08,"2.2% Households","Tract 201.02","065","Fluvanna",9,"No Car Access"
"410","51065020102","und18","norm",0.37,"42.8% Families","Tract 201.02","065","Fluvanna",9,"Children Present"
"411","51065020102","nobb","norm",0.13,"8.2% Households","Tract 201.02","065","Fluvanna",9,"No Broadband"
"412","51065020102","nofood","norm",0.2,"99.2% Households","Tract 201.02","065","Fluvanna",9,"Low Food Access"
"413","51065020102","index","norm",0.86,"NA","Tract 201.02","065","Fluvanna",9,"Composite Score"
"414","51065020101","density","norm",0.01,"137.3 ppl/sq. mi.","Tract 201.01","065","Fluvanna",9,"Population Density"
"415","51065020101","room15","norm",0.32,"0.7% Households","Tract 201.01","065","Fluvanna",9,">1.5 Ppl/Room"
"416","51065020101","nocar","norm",0.19,"5.3% Households","Tract 201.01","065","Fluvanna",9,"No Car Access"
"417","51065020101","und18","norm",0.29,"38.1% Families","Tract 201.01","065","Fluvanna",9,"Children Present"
"418","51065020101","nobb","norm",0.26,"14.1% Households","Tract 201.01","065","Fluvanna",9,"No Broadband"
"419","51065020101","nofood","norm",0.01,"99.01% Households","Tract 201.01","065","Fluvanna",9,"Low Food Access"
"420","51065020101","index","norm",1.07,"NA","Tract 201.01","065","Fluvanna",9,"Composite Score"
